id,type,english,tts_text,chinese,difficulty,topic,keywords,lesson,unit_name,source_note
98,sentence,A vet takes care of animals.,A vet takes care of animals.,獸醫照顧動物。,beginner,七上 複習1-2-國中2000單字,vet;take care of;animals,grade7_1_review1_2,Review 1-2: Who's That Young Man? + What Are These?,Merged review from Lesson 1 and Lesson 2 | L1 Reading and Read Up: The Lins and The Park Family
99,sentence,What about your family?,What about your family?,你的家人呢？,beginner,七上 複習1-2-國中2000單字,What about;your family,grade7_1_review1_2,Review 1-2: Who's That Young Man? + What Are These?,Merged review from Lesson 1 and Lesson 2 | L1 Reading and Read Up: The Lins and The Park Family
100,sentence,Introduce one of your family.,Introduce one of your family.,介紹你的一位家人。,beginner,七上 複習1-2-國中2000單字,introduce;family,grade7_1_review1_2,Review 1-2: Who's That Young Man? + What Are These?,Merged review from Lesson 1 and Lesson 2 | L1 Reading and Read Up: The Lins and The Park Family
101,sentence,It is a monkey.,It is a monkey.,牠是一隻猴子。,beginner,七上 複習1-2-國中2000單字,monkey,grade7_1_review1_2,Review 1-2: Who's That Young Man? + What Are These?,Merged review from Lesson 1 and Lesson 2 | L2 Vocabulary and Grammar: What is this/that/it?
102,sentence,It is a fox.,It is a fox.,牠是一隻狐狸。,beginner,七上 複習1-2-國中2000單字,fox,grade7_1_review1_2,Review 1-2: Who's That Young Man? + What Are These?,Merged review from Lesson 1 and Lesson 2 | L2 Vocabulary and Grammar: What is this/that/it?
103,sentence,It is a sheep.,It is a sheep.,牠是一隻綿羊。,beginner,七上 複習1-2-國中2000單字,sheep,grade7_1_review1_2,Review 1-2: Who's That Young Man? + What Are These?,Merged review from Lesson 1 and Lesson 2 | L2 Vocabulary and Grammar: What is this/that/it?
104,sentence,It is a tiger.,It is a tiger.,牠是一隻老虎。,beginner,七上 複習1-2-國中2000單字,tiger,grade7_1_review1_2,Review 1-2: Who's That Young Man? + What Are These?,Merged review from Lesson 1 and Lesson 2 | L2 Vocabulary and Grammar: What is this/that/it?
105,sentence,It is a zebra.,It is a zebra.,牠是一隻斑馬。,beginner,七上 複習1-2-國中2000單字,zebra,grade7_1_review1_2,Review 1-2: Who's That Young Man? + What Are These?,Merged review from Lesson 1 and Lesson 2 | L2 Vocabulary and Grammar: What is this/that/it?
106,sentence,It is a lion.,It is a lion.,牠是一隻獅子。,beginner,七上 複習1-2-國中2000單字,lion,grade7_1_review1_2,Review 1-2: Who's That Young Man? + What Are These?,Merged review from Lesson 1 and Lesson 2 | L2 Vocabulary and Grammar: What is this/that/it?
107,sentence,It is a mouse.,It is a mouse.,牠是一隻老鼠。,beginner,七上 複習1-2-國中2000單字,mouse,grade7_1_review1_2,Review 1-2: Who's That Young Man? + What Are These?,Merged review from Lesson 1 and Lesson 2 | L2 Vocabulary and Grammar: What is this/that/it?
108,sentence,It is a bear.,It is a bear.,牠是一隻熊。,beginner,七上 複習1-2-國中2000單字,bear,grade7_1_review1_2,Review 1-2: Who's That Young Man? + What Are These?,Merged review from Lesson 1 and Lesson 2 | L2 Vocabulary and Grammar: What is this/that/it?
109,sentence,This is a fish.,This is a fish.,這是一條魚。,beginner,七上 複習1-2-國中2000單字,fish,grade7_1_review1_2,Review 1-2: Who's That Young Man? + What Are These?,Merged review from Lesson 1 and Lesson 2 | L2 Vocabulary and Grammar: What is this/that/it?
110,sentence,That is a rabbit.,That is a rabbit.,那是一隻兔子。,beginner,七上 複習1-2-國中2000單字,rabbit,grade7_1_review1_2,Review 1-2: Who's That Young Man? + What Are These?,Merged review from Lesson 1 and Lesson 2 | L2 Vocabulary and Grammar: What is this/that/it?
111,sentence,What is this?,What is this?,這是什麼？,beginner,七上 複習1-2-國中2000單字,what;this,grade7_1_review1_2,Review 1-2: Who's That Young Man? + What Are These?,Merged review from Lesson 1 and Lesson 2 | L2 Vocabulary and Grammar: What is this/that/it?
112,sentence,What is that?,What is that?,那是什麼？,beginner,七上 複習1-2-國中2000單字,what;that,grade7_1_review1_2,Review 1-2: Who's That Young Man? + What Are These?,Merged review from Lesson 1 and Lesson 2 | L2 Vocabulary and Grammar: What is this/that/it?
113,sentence,What is it?,What is it?,它是什麼？,beginner,七上 複習1-2-國中2000單字,what;it,grade7_1_review1_2,Review 1-2: Who's That Young Man? + What Are These?,Merged review from Lesson 1 and Lesson 2 | L2 Vocabulary and Grammar: What is this/that/it?
114,sentence,This is a pen.,This is a pen.,這是一支筆。,beginner,七上 複習1-2-國中2000單字,this;pen,grade7_1_review1_2,Review 1-2: Who's That Young Man? + What Are These?,Merged review from Lesson 1 and Lesson 2 | L2 Vocabulary and Grammar: What is this/that/it?
115,sentence,That is a desk.,That is a desk.,那是一張書桌。,beginner,七上 複習1-2-國中2000單字,that;desk,grade7_1_review1_2,Review 1-2: Who's That Young Man? + What Are These?,Merged review from Lesson 1 and Lesson 2 | L2 Vocabulary and Grammar: What is this/that/it?
116,sentence,It is an eraser.,It is an eraser.,它是一個橡皮擦。,beginner,七上 複習1-2-國中2000單字,it;eraser,grade7_1_review1_2,Review 1-2: Who's That Young Man? + What Are These?,Merged review from Lesson 1 and Lesson 2 | L2 Vocabulary and Grammar: What is this/that/it?
117,sentence,This is a chair.,This is a chair.,這是一張椅子。,beginner,七上 複習1-2-國中2000單字,this;chair,grade7_1_review1_2,Review 1-2: Who's That Young Man? + What Are These?,Merged review from Lesson 1 and Lesson 2 | L2 Vocabulary and Grammar: What is this/that/it?
118,sentence,That is a key.,That is a key.,那是一把鑰匙。,beginner,七上 複習1-2-國中2000單字,that;key,grade7_1_review1_2,Review 1-2: Who's That Young Man? + What Are These?,Merged review from Lesson 1 and Lesson 2 | L2 Vocabulary and Grammar: What is this/that/it?
119,sentence,This is a picture.,This is a picture.,這是一張圖片。,beginner,七上 複習1-2-國中2000單字,picture,grade7_1_review1_2,Review 1-2: Who's That Young Man? + What Are These?,Merged review from Lesson 1 and Lesson 2 | L2 Vocabulary and Grammar: What is this/that/it?
120,sentence,It is an elephant.,It is an elephant.,牠是一隻大象。,beginner,七上 複習1-2-國中2000單字,elephant,grade7_1_review1_2,Review 1-2: Who's That Young Man? + What Are These?,Merged review from Lesson 1 and Lesson 2 | L2 Vocabulary and Grammar: What is this/that/it?
121,sentence,What are these?,What are these?,這些是什麼？,beginner,七上 複習1-2-國中2000單字,what;these,grade7_1_review1_2,Review 1-2: Who's That Young Man? + What Are These?,Merged review from Lesson 1 and Lesson 2 | L2 Grammar: plural nouns and What are these/those/they?
122,sentence,What are those?,What are those?,那些是什麼？,beginner,七上 複習1-2-國中2000單字,what;those,grade7_1_review1_2,Review 1-2: Who's That Young Man? + What Are These?,Merged review from Lesson 1 and Lesson 2 | L2 Grammar: plural nouns and What are these/those/they?
123,sentence,What are they?,What are they?,牠們是什麼？,beginner,七上 複習1-2-國中2000單字,what;they,grade7_1_review1_2,Review 1-2: Who's That Young Man? + What Are These?,Merged review from Lesson 1 and Lesson 2 | L2 Grammar: plural nouns and What are these/those/they?
124,sentence,These are monkeys.,These are monkeys.,這些是猴子。,beginner,七上 複習1-2-國中2000單字,these;monkeys,grade7_1_review1_2,Review 1-2: Who's That Young Man? + What Are These?,Merged review from Lesson 1 and Lesson 2 | L2 Grammar: plural nouns and What are these/those/they?
125,sentence,Those are foxes.,Those are foxes.,那些是狐狸。,beginner,七上 複習1-2-國中2000單字,those;foxes,grade7_1_review1_2,Review 1-2: Who's That Young Man? + What Are These?,Merged review from Lesson 1 and Lesson 2 | L2 Grammar: plural nouns and What are these/those/they?
126,sentence,They are sheep.,They are sheep.,牠們是綿羊。,beginner,七上 複習1-2-國中2000單字,they;sheep,grade7_1_review1_2,Review 1-2: Who's That Young Man? + What Are These?,Merged review from Lesson 1 and Lesson 2 | L2 Grammar: plural nouns and What are these/those/they?
127,sentence,Those are tigers.,Those are tigers.,那些是老虎。,beginner,七上 複習1-2-國中2000單字,those;tigers,grade7_1_review1_2,Review 1-2: Who's That Young Man? + What Are These?,Merged review from Lesson 1 and Lesson 2 | L2 Grammar: plural nouns and What are these/those/they?
128,sentence,These are zebras.,These are zebras.,這些是斑馬。,beginner,七上 複習1-2-國中2000單字,these;zebras,grade7_1_review1_2,Review 1-2: Who's That Young Man? + What Are These?,Merged review from Lesson 1 and Lesson 2 | L2 Grammar: plural nouns and What are these/those/they?
129,sentence,They are lions.,They are lions.,牠們是獅子。,beginner,七上 複習1-2-國中2000單字,they;lions,grade7_1_review1_2,Review 1-2: Who's That Young Man? + What Are These?,Merged review from Lesson 1 and Lesson 2 | L2 Grammar: plural nouns and What are these/those/they?
130,sentence,These are mice.,These are mice.,這些是老鼠。,beginner,七上 複習1-2-國中2000單字,these;mice,grade7_1_review1_2,Review 1-2: Who's That Young Man? + What Are These?,Merged review from Lesson 1 and Lesson 2 | L2 Grammar: plural nouns and What are these/those/they?
131,sentence,Those are bears.,Those are bears.,那些是熊。,beginner,七上 複習1-2-國中2000單字,those;bears,grade7_1_review1_2,Review 1-2: Who's That Young Man? + What Are These?,Merged review from Lesson 1 and Lesson 2 | L2 Grammar: plural nouns and What are these/those/they?
132,sentence,They are fish.,They are fish.,牠們是魚。,beginner,七上 複習1-2-國中2000單字,they;fish,grade7_1_review1_2,Review 1-2: Who's That Young Man? + What Are These?,Merged review from Lesson 1 and Lesson 2 | L2 Grammar: plural nouns and What are these/those/they?
133,sentence,Those are oxen.,Those are oxen.,那些是公牛。,beginner,七上 複習1-2-國中2000單字,those;oxen,grade7_1_review1_2,Review 1-2: Who's That Young Man? + What Are These?,Merged review from Lesson 1 and Lesson 2 | L2 Grammar: plural nouns and What are these/those/they?
134,sentence,They are children.,They are children.,他們是孩子。,beginner,七上 複習1-2-國中2000單字,children,grade7_1_review1_2,Review 1-2: Who's That Young Man? + What Are These?,Merged review from Lesson 1 and Lesson 2 | L2 Grammar: plural nouns and What are these/those/they?
135,sentence,They are men.,They are men.,他們是男人。,beginner,七上 複習1-2-國中2000單字,men,grade7_1_review1_2,Review 1-2: Who's That Young Man? + What Are These?,Merged review from Lesson 1 and Lesson 2 | L2 Grammar: plural nouns and What are these/those/they?
136,sentence,They are women.,They are women.,她們是女人。,beginner,七上 複習1-2-國中2000單字,women,grade7_1_review1_2,Review 1-2: Who's That Young Man? + What Are These?,Merged review from Lesson 1 and Lesson 2 | L2 Grammar: plural nouns and What are these/those/they?
137,sentence,These are boxes.,These are boxes.,這些是盒子。,beginner,七上 複習1-2-國中2000單字,boxes,grade7_1_review1_2,Review 1-2: Who's That Young Man? + What Are These?,Merged review from Lesson 1 and Lesson 2 | L2 Grammar: plural nouns and What are these/those/they?
138,sentence,Those are watches.,Those are watches.,那些是手錶。,beginner,七上 複習1-2-國中2000單字,watches,grade7_1_review1_2,Review 1-2: Who's That Young Man? + What Are These?,Merged review from Lesson 1 and Lesson 2 | L2 Grammar: plural nouns and What are these/those/they?
139,sentence,These are families.,These are families.,這些是家庭。,beginner,七上 複習1-2-國中2000單字,families,grade7_1_review1_2,Review 1-2: Who's That Young Man? + What Are These?,Merged review from Lesson 1 and Lesson 2 | L2 Grammar: plural nouns and What are these/those/they?
140,sentence,Those are wives.,Those are wives.,那些是妻子。,beginner,七上 複習1-2-國中2000單字,wives,grade7_1_review1_2,Review 1-2: Who's That Young Man? + What Are These?,Merged review from Lesson 1 and Lesson 2 | L2 Grammar: plural nouns and What are these/those/they?
141,sentence,These dolls are cute.,These dolls are cute.,這些玩偶很可愛。,beginner,七上 複習1-2-國中2000單字,dolls;cute,grade7_1_review1_2,Review 1-2: Who's That Young Man? + What Are These?,Merged review from Lesson 1 and Lesson 2 | L2 Dialogue: Chinese zodiac animal signs
142,sentence,What are these dolls?,What are these dolls?,這些玩偶是什麼？,beginner,七上 複習1-2-國中2000單字,what;dolls,grade7_1_review1_2,Review 1-2: Who's That Young Man? + What Are These?,Merged review from Lesson 1 and Lesson 2 | L2 Dialogue: Chinese zodiac animal signs
143,sentence,They are animal signs.,They are animal signs.,它們是生肖符號。,beginner,七上 複習1-2-國中2000單字,animal;signs,grade7_1_review1_2,Review 1-2: Who's That Young Man? + What Are These?,Merged review from Lesson 1 and Lesson 2 | L2 Dialogue: Chinese zodiac animal signs
144,sentence,They are not animal signs.,They are not animal signs.,它們不是生肖符號。,beginner,七上 複習1-2-國中2000單字,animal;signs,grade7_1_review1_2,Review 1-2: Who's That Young Man? + What Are These?,Merged review from Lesson 1 and Lesson 2 | L2 Dialogue: Chinese zodiac animal signs
145,sentence,Are they Chinese zodiac animal signs?,Are they Chinese zodiac animal signs?,它們是中國生肖符號嗎？,beginner,七上 複習1-2-國中2000單字,Chinese;zodiac;animal;signs,grade7_1_review1_2,Review 1-2: Who's That Young Man? + What Are These?,Merged review from Lesson 1 and Lesson 2 | L2 Dialogue: Chinese zodiac animal signs
146,sentence,"No, they are not.","No, they are not.",不，它們不是。,beginner,七上 複習1-2-國中2000單字,no;they,grade7_1_review1_2,Review 1-2: Who's That Young Man? + What Are These?,Merged review from Lesson 1 and Lesson 2 | L2 Dialogue: Chinese zodiac animal signs
147,sentence,The rat is an animal sign.,The rat is an animal sign.,老鼠是一個生肖。,beginner,七上 複習1-2-國中2000單字,rat;animal sign,grade7_1_review1_2,Review 1-2: Who's That Young Man? + What Are These?,Merged review from Lesson 1 and Lesson 2 | L2 Dialogue: Chinese zodiac animal signs
148,sentence,The ox is an animal sign.,The ox is an animal sign.,牛是一個生肖。,beginner,七上 複習1-2-國中2000單字,ox;animal sign,grade7_1_review1_2,Review 1-2: Who's That Young Man? + What Are These?,Merged review from Lesson 1 and Lesson 2 | L2 Dialogue: Chinese zodiac animal signs
149,sentence,The dragon is an animal sign.,The dragon is an animal sign.,龍是一個生肖。,beginner,七上 複習1-2-國中2000單字,dragon;animal sign,grade7_1_review1_2,Review 1-2: Who's That Young Man? + What Are These?,Merged review from Lesson 1 and Lesson 2 | L2 Dialogue: Chinese zodiac animal signs
150,sentence,The snake is an animal sign.,The snake is an animal sign.,蛇是一個生肖。,beginner,七上 複習1-2-國中2000單字,snake;animal sign,grade7_1_review1_2,Review 1-2: Who's That Young Man? + What Are These?,Merged review from Lesson 1 and Lesson 2 | L2 Dialogue: Chinese zodiac animal signs
151,sentence,The horse is an animal sign.,The horse is an animal sign.,馬是一個生肖。,beginner,七上 複習1-2-國中2000單字,horse;animal sign,grade7_1_review1_2,Review 1-2: Who's That Young Man? + What Are These?,Merged review from Lesson 1 and Lesson 2 | L2 Dialogue: Chinese zodiac animal signs
152,sentence,The goat is an animal sign.,The goat is an animal sign.,山羊是一個生肖。,beginner,七上 複習1-2-國中2000單字,goat;animal sign,grade7_1_review1_2,Review 1-2: Who's That Young Man? + What Are These?,Merged review from Lesson 1 and Lesson 2 | L2 Dialogue: Chinese zodiac animal signs
153,sentence,The rooster is an animal sign.,The rooster is an animal sign.,公雞是一個生肖。,beginner,七上 複習1-2-國中2000單字,rooster;animal sign,grade7_1_review1_2,Review 1-2: Who's That Young Man? + What Are These?,Merged review from Lesson 1 and Lesson 2 | L2 Dialogue: Chinese zodiac animal signs
154,sentence,What is my animal sign?,What is my animal sign?,我的生肖是什麼？,beginner,七上 複習1-2-國中2000單字,animal sign,grade7_1_review1_2,Review 1-2: Who's That Young Man? + What Are These?,Merged review from Lesson 1 and Lesson 2 | L2 Dialogue: Chinese zodiac animal signs
155,sentence,What is your animal sign?,What is your animal sign?,你的生肖是什麼？,beginner,七上 複習1-2-國中2000單字,animal sign,grade7_1_review1_2,Review 1-2: Who's That Young Man? + What Are These?,Merged review from Lesson 1 and Lesson 2 | L2 Dialogue: Chinese zodiac animal signs
156,sentence,Your birth year is two thousand.,Your birth year is two thousand.,你的出生年是兩千年。,beginner,七上 複習1-2-國中2000單字,birth year;two thousand,grade7_1_review1_2,Review 1-2: Who's That Young Man? + What Are These?,Merged review from Lesson 1 and Lesson 2 | L2 Dialogue: birth year and zodiac personality
157,sentence,You are a dragon.,You are a dragon.,你是屬龍的。,beginner,七上 複習1-2-國中2000單字,dragon,grade7_1_review1_2,Review 1-2: Who's That Young Man? + What Are These?,Merged review from Lesson 1 and Lesson 2 | L2 Dialogue: birth year and zodiac personality
158,sentence,A dragon is smart.,A dragon is smart.,龍很聰明。,beginner,七上 複習1-2-國中2000單字,dragon;smart,grade7_1_review1_2,Review 1-2: Who's That Young Man? + What Are These?,Merged review from Lesson 1 and Lesson 2 | L2 Dialogue: birth year and zodiac personality
159,sentence,A dragon is energetic.,A dragon is energetic.,龍充滿活力。,beginner,七上 複習1-2-國中2000單字,dragon;energetic,grade7_1_review1_2,Review 1-2: Who's That Young Man? + What Are These?,Merged review from Lesson 1 and Lesson 2 | L2 Dialogue: birth year and zodiac personality
160,sentence,That is true.,That is true.,那是真的。,beginner,七上 複習1-2-國中2000單字,true,grade7_1_review1_2,Review 1-2: Who's That Young Man? + What Are These?,Merged review from Lesson 1 and Lesson 2 | L2 Dialogue: birth year and zodiac personality
161,sentence,Bella is a rabbit.,Bella is a rabbit.,Bella 是屬兔的。,beginner,七上 複習1-2-國中2000單字,rabbit,grade7_1_review1_2,Review 1-2: Who's That Young Man? + What Are These?,Merged review from Lesson 1 and Lesson 2 | L2 Dialogue: birth year and zodiac personality
162,sentence,A rabbit is nice.,A rabbit is nice.,兔子很友善。,beginner,七上 複習1-2-國中2000單字,rabbit;nice,grade7_1_review1_2,Review 1-2: Who's That Young Man? + What Are These?,Merged review from Lesson 1 and Lesson 2 | L2 Dialogue: birth year and zodiac personality
163,sentence,A rabbit is warm.,A rabbit is warm.,兔子很溫暖。,beginner,七上 複習1-2-國中2000單字,rabbit;warm,grade7_1_review1_2,Review 1-2: Who's That Young Man? + What Are These?,Merged review from Lesson 1 and Lesson 2 | L2 Dialogue: birth year and zodiac personality
164,sentence,She is a people person.,She is a people person.,她是一個人緣好的人。,beginner,七上 複習1-2-國中2000單字,people person,grade7_1_review1_2,Review 1-2: Who's That Young Man? + What Are These?,Merged review from Lesson 1 and Lesson 2 | L2 Dialogue: birth year and zodiac personality
165,sentence,No wonder she is smart.,No wonder she is smart.,難怪她很聰明。,beginner,七上 複習1-2-國中2000單字,no wonder;smart,grade7_1_review1_2,Review 1-2: Who's That Young Man? + What Are These?,Merged review from Lesson 1 and Lesson 2 | L2 Dialogue: birth year and zodiac personality
166,sentence,Abby is a pig.,Abby is a pig.,Abby 是一隻豬。,beginner,七上 複習1-2-國中2000單字,pig,grade7_1_review1_2,Review 1-2: Who's That Young Man? + What Are These?,Merged review from Lesson 1 and Lesson 2 | L2 Dialogue: birth year and zodiac personality
167,sentence,Her birth year is twenty twenty-four.,Her birth year is twenty twenty-four.,她的出生年是二零二四年。,beginner,七上 複習1-2-國中2000單字,birth year;twenty twenty-four,grade7_1_review1_2,Review 1-2: Who's That Young Man? + What Are These?,Merged review from Lesson 1 and Lesson 2 | L2 Dialogue: birth year and zodiac personality
168,sentence,Scott and Bella are in a movie theater.,Scott and Bella are in a movie theater.,Scott 和 Bella 在電影院裡。,beginner,七上 複習1-2-國中2000單字,movie theater,grade7_1_review1_2,Review 1-2: Who's That Young Man? + What Are These?,Merged review from Lesson 1 and Lesson 2 | L2 Dialogue: birth year and zodiac personality
169,sentence,The Chinese zodiac has twelve animal signs.,The Chinese zodiac has twelve animal signs.,中國生肖有十二個生肖符號。,beginner,七上 複習1-2-國中2000單字,Chinese zodiac;animal signs,grade7_1_review1_2,Review 1-2: Who's That Young Man? + What Are These?,Merged review from Lesson 1 and Lesson 2 | L2 Dialogue: birth year and zodiac personality
170,sentence,These animal signs are cute.,These animal signs are cute.,這些生肖符號很可愛。,beginner,七上 複習1-2-國中2000單字,animal signs;cute,grade7_1_review1_2,Review 1-2: Who's That Young Man? + What Are These?,Merged review from Lesson 1 and Lesson 2 | L2 Dialogue: birth year and zodiac personality
171,sentence,This is my pen.,This is my pen.,這是我的筆。,beginner,七上 複習1-2-國中2000單字,my;pen,grade7_1_review1_2,Review 1-2: Who's That Young Man? + What Are These?,Merged review from Lesson 1 and Lesson 2 | L2 More to Know: pronouns and possessives
172,sentence,That is your desk.,That is your desk.,那是你的書桌。,beginner,七上 複習1-2-國中2000單字,your;desk,grade7_1_review1_2,Review 1-2: Who's That Young Man? + What Are These?,Merged review from Lesson 1 and Lesson 2 | L2 More to Know: pronouns and possessives
173,sentence,This is his robot.,This is his robot.,這是他的機器人。,beginner,七上 複習1-2-國中2000單字,his;robot,grade7_1_review1_2,Review 1-2: Who's That Young Man? + What Are These?,Merged review from Lesson 1 and Lesson 2 | L2 More to Know: pronouns and possessives
174,sentence,That is her picture.,That is her picture.,那是她的圖片。,beginner,七上 複習1-2-國中2000單字,her;picture,grade7_1_review1_2,Review 1-2: Who's That Young Man? + What Are These?,Merged review from Lesson 1 and Lesson 2 | L2 More to Know: pronouns and possessives
175,sentence,These are our chairs.,These are our chairs.,這些是我們的椅子。,beginner,七上 複習1-2-國中2000單字,our;chairs,grade7_1_review1_2,Review 1-2: Who's That Young Man? + What Are These?,Merged review from Lesson 1 and Lesson 2 | L2 More to Know: pronouns and possessives
176,sentence,Those are their toys.,Those are their toys.,那些是他們的玩具。,beginner,七上 複習1-2-國中2000單字,their;toys,grade7_1_review1_2,Review 1-2: Who's That Young Man? + What Are These?,Merged review from Lesson 1 and Lesson 2 | L2 More to Know: pronouns and possessives
177,sentence,That is the girl's desk.,That is the girl's desk.,那是那個女孩的書桌。,beginner,七上 複習1-2-國中2000單字,girl's desk,grade7_1_review1_2,Review 1-2: Who's That Young Man? + What Are These?,Merged review from Lesson 1 and Lesson 2 | L2 More to Know: pronouns and possessives
178,sentence,Those are the girls' desks.,Those are the girls' desks.,那些是那些女孩的書桌。,beginner,七上 複習1-2-國中2000單字,girls' desks,grade7_1_review1_2,Review 1-2: Who's That Young Man? + What Are These?,Merged review from Lesson 1 and Lesson 2 | L2 More to Know: pronouns and possessives
179,sentence,That is the boy's robot.,That is the boy's robot.,那是那個男孩的機器人。,beginner,七上 複習1-2-國中2000單字,boy's robot,grade7_1_review1_2,Review 1-2: Who's That Young Man? + What Are These?,Merged review from Lesson 1 and Lesson 2 | L2 More to Know: pronouns and possessives
180,sentence,Those are the boys' robots.,Those are the boys' robots.,那些是那些男孩的機器人。,beginner,七上 複習1-2-國中2000單字,boys' robots,grade7_1_review1_2,Review 1-2: Who's That Young Man? + What Are These?,Merged review from Lesson 1 and Lesson 2 | L2 More to Know: pronouns and possessives
181,sentence,Look at the picture.,Look at the picture.,看看這張圖片。,beginner,七上 複習1-2-國中2000單字,look;picture,grade7_1_review1_2,Review 1-2: Who's That Young Man? + What Are These?,Merged review from Lesson 1 and Lesson 2 | L2 Reading: Asian Elephants vs. African Elephants
182,sentence,What is the reading about?,What is the reading about?,這篇閱讀是關於什麼？,beginner,七上 複習1-2-國中2000單字,reading;about,grade7_1_review1_2,Review 1-2: Who's That Young Man? + What Are These?,Merged review from Lesson 1 and Lesson 2 | L2 Reading: Asian Elephants vs. African Elephants
183,sentence,These are Asian elephants.,These are Asian elephants.,這些是亞洲象。,beginner,七上 複習1-2-國中2000單字,Asian elephants,grade7_1_review1_2,Review 1-2: Who's That Young Man? + What Are These?,Merged review from Lesson 1 and Lesson 2 | L2 Reading: Asian Elephants vs. African Elephants
184,sentence,Those are African elephants.,Those are African elephants.,那些是非洲象。,beginner,七上 複習1-2-國中2000單字,African elephants,grade7_1_review1_2,Review 1-2: Who's That Young Man? + What Are These?,Merged review from Lesson 1 and Lesson 2 | L2 Reading: Asian Elephants vs. African Elephants
185,sentence,African elephants are very big.,African elephants are very big.,非洲象非常大。,beginner,七上 複習1-2-國中2000單字,African elephants;very;big,grade7_1_review1_2,Review 1-2: Who's That Young Man? + What Are These?,Merged review from Lesson 1 and Lesson 2 | L2 Reading: Asian Elephants vs. African Elephants
186,sentence,"Their ears are big, too.","Their ears are big, too.",牠們的耳朵也很大。,beginner,七上 複習1-2-國中2000單字,their;ears;big;too,grade7_1_review1_2,Review 1-2: Who's That Young Man? + What Are These?,Merged review from Lesson 1 and Lesson 2 | L2 Reading: Asian Elephants vs. African Elephants
187,sentence,Asian elephants are small.,Asian elephants are small.,亞洲象比較小。,beginner,七上 複習1-2-國中2000單字,Asian elephants;small,grade7_1_review1_2,Review 1-2: Who's That Young Man? + What Are These?,Merged review from Lesson 1 and Lesson 2 | L2 Reading: Asian Elephants vs. African Elephants
188,sentence,Their ears are short.,Their ears are short.,牠們的耳朵很短。,beginner,七上 複習1-2-國中2000單字,their;ears;short,grade7_1_review1_2,Review 1-2: Who's That Young Man? + What Are These?,Merged review from Lesson 1 and Lesson 2 | L2 Reading: Asian Elephants vs. African Elephants
189,sentence,African elephants are different from Asian elephants.,African elephants are different from Asian elephants.,非洲象和亞洲象不同。,beginner,七上 複習1-2-國中2000單字,African elephants;different;Asian elephants,grade7_1_review1_2,Review 1-2: Who's That Young Man? + What Are These?,Merged review from Lesson 1 and Lesson 2 | L2 Reading: Asian Elephants vs. African Elephants
190,sentence,An Asian elephant is only about two point seven five meters tall.,An Asian elephant is only about two point seven five meters tall.,一隻亞洲象大約只有二點七五公尺高。,beginner,七上 複習1-2-國中2000單字,Asian elephant;only;meter;tall,grade7_1_review1_2,Review 1-2: Who's That Young Man? + What Are These?,Merged review from Lesson 1 and Lesson 2 | L2 Reading: Asian Elephants vs. African Elephants
191,sentence,African elephants' lifespans are about seventy years.,African elephants' lifespans are about seventy years.,非洲象的壽命大約是七十年。,beginner,七上 複習1-2-國中2000單字,African elephants;lifespan;seventy,grade7_1_review1_2,Review 1-2: Who's That Young Man? + What Are These?,Merged review from Lesson 1 and Lesson 2 | L2 Reading: Asian Elephants vs. African Elephants
192,sentence,Asian elephants' lifespans are about sixty years.,Asian elephants' lifespans are about sixty years.,亞洲象的壽命大約是六十年。,beginner,七上 複習1-2-國中2000單字,Asian elephants;lifespan;sixty,grade7_1_review1_2,Review 1-2: Who's That Young Man? + What Are These?,Merged review from Lesson 1 and Lesson 2 | L2 Reading: Asian Elephants vs. African Elephants
193,sentence,These are my pet horses.,These are my pet horses.,這些是我的寵物馬。,beginner,七上 複習1-2-國中2000單字,pet;horses,grade7_1_review1_2,Review 1-2: Who's That Young Man? + What Are These?,Merged review from Lesson 1 and Lesson 2 | L2 Listening and Read Up: animal listening and elephant idioms
194,sentence,They are big and tall.,They are big and tall.,牠們又大又高。,beginner,七上 複習1-2-國中2000單字,big;tall,grade7_1_review1_2,Review 1-2: Who's That Young Man? + What Are These?,Merged review from Lesson 1 and Lesson 2 | L2 Listening and Read Up: animal listening and elephant idioms
195,sentence,"This is a monkey, and that is a mouse.","This is a monkey, and that is a mouse.",這是一隻猴子，而那是一隻老鼠。,beginner,七上 複習1-2-國中2000單字,monkey;mouse,grade7_1_review1_2,Review 1-2: Who's That Young Man? + What Are These?,Merged review from Lesson 1 and Lesson 2 | L2 Listening and Read Up: animal listening and elephant idioms
196,sentence,"They are goats, not sheep.","They are goats, not sheep.",牠們是山羊，不是綿羊。,beginner,七上 複習1-2-國中2000單字,goats;sheep,grade7_1_review1_2,Review 1-2: Who's That Young Man? + What Are These?,Merged review from Lesson 1 and Lesson 2 | L2 Listening and Read Up: animal listening and elephant idioms
197,sentence,Today is World Elephant Day.,Today is World Elephant Day.,今天是世界大象日。,beginner,七上 複習1-2-國中2000單字,World Elephant Day,grade7_1_review1_2,Review 1-2: Who's That Young Man? + What Are These?,Merged review from Lesson 1 and Lesson 2 | L2 Listening and Read Up: animal listening and elephant idioms
198,sentence,An elephant never forgets.,An elephant never forgets.,大象永遠不會忘記。,beginner,七上 複習1-2-國中2000單字,elephant;never;forgets,grade7_1_review1_2,Review 1-2: Who's That Young Man? + What Are These?,Merged review from Lesson 1 and Lesson 2 | L2 Listening and Read Up: animal listening and elephant idioms
